PersonnelID,Crash ID,Gender,Age Group,Road User
10011,20165054,Female,40_to_64,Motorcycle rider
10012,20161034,Male,40_to_64,Motorcycle rider
10013,20162107,Undetermined,Undetermined,Undetermined
10014,20162097,Undetermined,Undetermined,Undetermined
10015,20165152,Female,0_to_16,Passenger
10016,20161096,Male,17_to_25,Passenger
10017,20161128,Male,26_to_39,Passenger
10018,20161128,Male,26_to_39,Driver
10019,20165055,Male,40_to_64,Driver
10020,20161275,Male,26_to_39,Driver
10021,20161102,Male,26_to_39,Driver
10022,20161119,Male,17_to_25,Motorcycle rider
10023,20161119,Male,17_to_25,Motorcycle pillion passenger
10024,20162020,Undetermined,Undetermined,Undetermined
10025,20161290,Male,40_to_64,Pedestrian
10026,20161162,Male,65_to_74,Motorcycle rider
10027,20165084,Male,0_to_16,Pedal cyclist
10028,20165090,Male,17_to_25,Driver
10029,20163095,Male,75_or_older,Driver
10030,20163190,Male,17_to_25,Driver
10031,20167028,Male,17_to_25,Driver
10032,20167015,Male,0_to_16,Passenger
10033,20162114,Undetermined,Undetermined,Undetermined
10034,20161307,Male,65_to_74,Passenger
10035,20161344,Male,40_to_64,Motorcycle rider
10036,20165083,Male,40_to_64,Motorcycle rider
10037,20162064,Undetermined,Undetermined,Undetermined
10038,20163025,Female,17_to_25,Driver
10039,20162178,Undetermined,Undetermined,Undetermined
10040,20165144,Male,40_to_64,Driver
10041,20162155,Undetermined,Undetermined,Undetermined
10042,20161304,Male,26_to_39,Driver
10043,20165005,Male,40_to_64,Driver
10044,20162086,Undetermined,Undetermined,Undetermined
10045,20168005,Male,40_to_64,Driver
10046,20163172,Female,17_to_25,Passenger
10047,20162145,Undetermined,Undetermined,Undetermined
10048,20163035,Male,40_to_64,Pedal cyclist
10049,20165056,Male,40_to_64,Pedestrian
10050,20162127,Undetermined,Undetermined,Undetermined
10051,20161293,Male,40_to_64,Driver
10052,20163148,Male,40_to_64,Driver
10053,20161228,Female,40_to_64,Pedestrian
10054,20161243,Male,17_to_25,Pedestrian
10055,20163178,Male,65_to_74,Driver
10056,20163178,Male,26_to_39,Driver
10057,20163170,Male,40_to_64,Motorcycle rider
10058,20161284,Male,0_to_16,Pedestrian
10059,20161326,Male,40_to_64,Driver
10060,20163229,Male,75_or_older,Driver
10061,20164003,Female,17_to_25,Driver
10062,20162072,Undetermined,Undetermined,Undetermined
10063,20165001,Male,26_to_39,Motorcycle rider
10064,20161239,Male,0_to_16,Driver
10065,20161239,Male,0_to_16,Passenger
10066,20163160,Male,26_to_39,Driver
10067,20162269,Undetermined,Undetermined,Undetermined
10068,20163044,Male,40_to_64,Motorcycle rider
10069,20162041,Undetermined,Undetermined,Undetermined
10070,20162031,Undetermined,Undetermined,Undetermined
10071,20162044,Undetermined,Undetermined,Undetermined
10072,20163040,Male,17_to_25,Motorcycle rider
10073,20162164,Undetermined,Undetermined,Undetermined
10074,20162062,Undetermined,Undetermined,Undetermined
10075,20165029,Male,26_to_39,Pedestrian
10076,20162185,Undetermined,Undetermined,Undetermined
10077,20161039,Male,40_to_64,Driver
10078,20161113,Male,0_to_16,Pedestrian
10079,20163071,Female,40_to_64,Passenger
10080,20163071,Male,40_to_64,Driver
10081,20162169,Undetermined,Undetermined,Undetermined
10082,20165134,Male,26_to_39,Driver
10083,20162160,Undetermined,Undetermined,Undetermined
10084,20161258,Male,40_to_64,Motorcycle rider
10085,20161185,Female,26_to_39,Driver
10086,20162156,Undetermined,Undetermined,Undetermined
10087,20163006,Female,40_to_64,Driver
10088,20161122,Male,40_to_64,Pedestrian
10089,20164051,Male,40_to_64,Pedestrian
10090,20161007,Male,40_to_64,Passenger
10091,20162175,Undetermined,Undetermined,Undetermined
10092,20163147,Male,26_to_39,Pedestrian
10093,20161146,Male,40_to_64,Driver
10094,20161240,Male,17_to_25,Motorcycle rider
10095,20163102,Male,17_to_25,Pedestrian
10096,20164012,Male,17_to_25,Driver
10097,20161024,Male,40_to_64,Motorcycle rider
10098,20161269,Male,17_to_25,Driver
10099,20163231,Male,26_to_39,Motorcycle rider
10100,20161157,Male,40_to_64,Motorcycle rider
10101,20162170,Undetermined,Undetermined,Undetermined
10102,20165130,Female,40_to_64,Driver
10103,20163199,Male,65_to_74,Driver
10104,20164025,Male,40_to_64,Pedal cyclist
10105,20161067,Male,26_to_39,Driver
10106,20161095,Male,17_to_25,Driver
10107,20162198,Undetermined,Undetermined,Undetermined
10108,20165064,Male,26_to_39,Driver
10109,20163230,Female,17_to_25,Driver
10110,20161044,Male,40_to_64,Driver
10111,20162090,Undetermined,Undetermined,Undetermined
10112,20163168,Male,40_to_64,Driver
10113,20163056,Male,65_to_74,Pedal cyclist
10114,20161137,Male,40_to_64,Driver
10115,20165048,Male,26_to_39,Driver
10116,20163181,Male,75_or_older,Motorcycle rider
10117,20162096,Undetermined,Undetermined,Undetermined
10118,20165051,Male,17_to_25,Driver
10119,20161101,Female,40_to_64,Pedestrian
10120,20165120,Female,75_or_older,Driver
10121,20161064,Male,40_to_64,Pedestrian
10122,20161172,Male,17_to_25,Pedestrian
10123,20167020,Female,40_to_64,Pedestrian
10124,20161325,Male,40_to_64,Driver
10125,20162105,Undetermined,Undetermined,Undetermined
10126,20161005,Male,75_or_older,Pedestrian
10127,20165042,Male,17_to_25,Driver
10128,20164074,Female,26_to_39,Passenger
10129,20161148,Female,75_or_older,Pedestrian
10130,20161140,Male,40_to_64,Driver
10131,20164014,Female,75_or_older,Driver
10132,20166009,Female,0_to_16,Passenger
10133,20166009,Male,0_to_16,Passenger
10134,20164007,Male,26_to_39,Driver
10135,20165166,Female,17_to_25,Driver
10136,20162087,Undetermined,Undetermined,Undetermined
10137,20163192,Male,17_to_25,Passenger
10138,20161166,Male,65_to_74,Passenger
10139,20161166,Male,75_or_older,Driver
10140,20161123,Male,40_to_64,Driver
10141,20162199,Undetermined,Undetermined,Undetermined
10142,20162034,Undetermined,Undetermined,Undetermined
10143,20161186,Male,65_to_74,Pedal cyclist
10144,20161217,Male,75_or_older,Driver
10145,20161265,Male,40_to_64,Motorcycle rider
10146,20165061,Male,75_or_older,Pedestrian
10147,20162057,Undetermined,Undetermined,Undetermined
10148,20161155,Female,40_to_64,Pedestrian
10149,20161210,Male,75_or_older,Pedestrian
10150,20162018,Undetermined,Undetermined,Undetermined
10151,20162144,Undetermined,Undetermined,Undetermined
10152,20167019,Male,26_to_39,Driver
10153,20167019,Female,26_to_39,Passenger
10154,20165013,Male,17_to_25,Driver
10155,20161254,Male,26_to_39,Pedestrian
10156,20161032,Male,0_to_16,Passenger
10157,20161032,Male,65_to_74,Passenger
10158,20161310,Female,65_to_74,Passenger
10159,20162273,Undetermined,Undetermined,Undetermined
10160,20162200,Undetermined,Undetermined,Undetermined
10161,20162039,Undetermined,Undetermined,Undetermined
10162,20163061,Female,17_to_25,Driver
10163,20163061,Female,17_to_25,Passenger
10164,20161196,Male,40_to_64,Driver
10165,20161001,Female,75_or_older,Passenger
10166,20166024,Male,75_or_older,Driver
10167,20162158,Undetermined,Undetermined,Undetermined
10168,20162242,Undetermined,Undetermined,Undetermined
10169,20163080,Male,26_to_39,Driver
10170,20163080,Male,75_or_older,Driver
10171,20163109,Male,26_to_39,Motorcycle rider
10172,20164046,Male,75_or_older,Passenger
10173,20161097,Female,17_to_25,Driver
10174,20162035,Undetermined,Undetermined,Undetermined
10175,20162065,Undetermined,Undetermined,Undetermined
10176,20164001,Male,26_to_39,Passenger
10177,20162236,Undetermined,Undetermined,Undetermined
10178,20164064,Male,26_to_39,Driver
10179,20161038,Male,17_to_25,Driver
10180,20161183,Male,26_to_39,Motorcycle rider
10181,20162171,Undetermined,Undetermined,Undetermined
10182,20168007,Female,40_to_64,Pedestrian
10183,20165035,Male,65_to_74,Driver
10184,20162138,Undetermined,Undetermined,Undetermined
10185,20165163,Male,40_to_64,Motorcycle rider
10186,20161319,Female,75_or_older,Driver
10187,20163024,Male,75_or_older,Driver
10188,20161180,Female,26_to_39,Pedestrian
10189,20161011,Male,26_to_39,Driver
10190,20161224,Female,26_to_39,Driver
10191,20161276,Male,17_to_25,Driver
10192,20163169,Male,26_to_39,Driver
10193,20165049,Male,40_to_64,Driver
10194,20163132,Male,40_to_64,Motorcycle rider
10195,20161301,Male,40_to_64,Motorcycle rider
10196,20162212,Undetermined,Undetermined,Undetermined
10197,20167039,Male,26_to_39,Motorcycle rider
10198,20161118,Male,40_to_64,Motorcycle rider
10199,20164030,Female,75_or_older,Passenger
10200,20161021,Male,40_to_64,Driver
10201,20163196,Female,17_to_25,Passenger
10202,20167002,Male,0_to_16,Passenger
10203,20165164,Female,40_to_64,Motorcycle rider
10204,20161318,Male,40_to_64,Driver
10205,20163085,Male,40_to_64,Motorcycle rider
10206,20162246,Undetermined,Undetermined,Undetermined
10207,20163125,Male,26_to_39,Driver
10208,20165145,Male,40_to_64,Driver
10209,20165002,Male,26_to_39,Driver
10210,20162182,Undetermined,Undetermined,Undetermined
10211,20163110,Female,75_or_older,Passenger
10212,20163110,Male,75_or_older,Passenger
10213,20164050,Male,26_to_39,Driver
10214,20165063,Male,26_to_39,Passenger
10215,20161062,Male,0_to_16,Passenger
10216,20161060,Male,40_to_64,Driver
10217,20163159,Female,40_to_64,Passenger
10218,20161134,Male,40_to_64,Pedestrian
10219,20161002,Male,65_to_74,Pedestrian
10220,20162056,Undetermined,Undetermined,Undetermined
10221,20166003,Male,26_to_39,Driver
10222,20161334,Male,40_to_64,Motorcycle rider
10223,20163210,Male,26_to_39,Driver
10224,20162168,Undetermined,Undetermined,Undetermined
10225,20161065,Male,26_to_39,Driver
10226,20162228,Undetermined,Undetermined,Undetermined
10227,20165112,Female,26_to_39,Driver
10228,20165008,Male,40_to_64,Driver
10229,20162181,Undetermined,Undetermined,Undetermined
10230,20161049,Female,40_to_64,Driver
10231,20161299,Male,75_or_older,Pedestrian
10232,20162111,Undetermined,Undetermined,Undetermined
10233,20163078,Male,40_to_64,Pedestrian
10234,20162141,Undetermined,Undetermined,Undetermined
10235,20165139,Female,40_to_64,Driver
10236,20163073,Male,75_or_older,Pedestrian
10237,20162230,Undetermined,Undetermined,Undetermined
10238,20163002,Female,75_or_older,Pedestrian
10239,20164069,Male,75_or_older,Pedal cyclist
10240,20164072,Female,75_or_older,Passenger
10241,20162210,Undetermined,Undetermined,Undetermined
10242,20161133,Male,40_to_64,Motorcycle rider
10243,20163218,Male,75_or_older,Driver
10244,20163134,Male,40_to_64,Motorcycle rider
10245,20168010,Female,75_or_older,Driver
10246,20163052,Male,40_to_64,Driver
10247,20162188,Undetermined,Undetermined,Undetermined
10248,20165100,Male,26_to_39,Driver
10249,20165100,Female,26_to_39,Driver
10250,20162073,Undetermined,Undetermined,Undetermined
10251,20163212,Male,40_to_64,Driver
10252,20163116,Male,75_or_older,Driver
10253,20163053,Female,65_to_74,Driver
10254,20162081,Undetermined,Undetermined,Undetermined
10255,20161342,Male,17_to_25,Motorcycle rider
10256,20162193,Undetermined,Undetermined,Undetermined
10257,20165141,Male,0_to_16,Pedestrian
10258,20161069,Male,17_to_25,Driver
10259,20165091,Female,26_to_39,Driver
10260,20163083,Male,40_to_64,Motorcycle rider
10261,20164061,Female,26_to_39,Driver
10262,20162222,Undetermined,Undetermined,Undetermined
10263,20161309,Male,26_to_39,Driver
10264,20163003,Male,17_to_25,Passenger
10265,20166007,Male,26_to_39,Driver
10266,20161009,Male,40_to_64,Driver
10267,20161199,Male,17_to_25,Pedestrian
10268,20166022,Male,40_to_64,Driver
10269,20163165,Male,40_to_64,Motorcycle rider
10270,20161027,Female,75_or_older,Pedestrian
10271,20161295,Male,17_to_25,Driver
10272,20163157,Male,26_to_39,Motorcycle rider
10273,20161093,Male,26_to_39,Driver
10274,20161093,Male,75_or_older,Driver
10275,20165047,Male,40_to_64,Motorcycle rider
10276,20164076,Female,17_to_25,Driver
10277,20161016,Male,40_to_64,Driver
10278,20162016,Undetermined,Undetermined,Undetermined
10279,20161341,Female,40_to_64,Pedestrian
10280,20162135,Undetermined,Undetermined,Undetermined
10281,20161098,Female,17_to_25,Driver
10282,20161331,Male,17_to_25,Driver
10283,20167021,Male,40_to_64,Motorcycle rider
10284,20161068,Male,65_to_74,Driver
10285,20163094,Male,40_to_64,Motorcycle rider
10286,20161048,Male,17_to_25,Passenger
10287,20161048,Male,17_to_25,Driver
10288,20161256,Female,65_to_74,Driver
10289,20161263,Male,40_to_64,Driver
10290,20162201,Undetermined,Undetermined,Undetermined
10291,20161294,Male,17_to_25,Motorcycle rider
10292,20163064,Male,17_to_25,Passenger
10293,20163064,Male,0_to_16,Passenger
10294,20163107,Male,40_to_64,Passenger
10295,20161175,Male,40_to_64,Driver
10296,20163220,Male,26_to_39,Driver
10297,20161315,Female,75_or_older,Passenger
10298,20163032,Male,40_to_64,Motorcycle rider
10299,20161107,Male,75_or_older,Driver
10300,20163144,Male,40_to_64,Driver
10301,20164068,Female,0_to_16,Passenger
10302,20164068,Female,65_to_74,Driver
10303,20164068,Male,65_to_74,Passenger
10304,20165135,Male,0_to_16,Passenger
10305,20165129,Male,17_to_25,Passenger
10306,20165129,Male,17_to_25,Driver
10307,20162134,Undetermined,Undetermined,Undetermined
10308,20161187,Male,40_to_64,Motorcycle rider
10309,20161040,Male,0_to_16,Passenger
10310,20161174,Male,40_to_64,Motorcycle rider
10311,20163005,Female,40_to_64,Driver
10312,20161333,Male,26_to_39,Driver
10313,20161103,Male,40_to_64,Pedestrian
10314,20161150,Male,17_to_25,Driver
10315,20162183,Undetermined,Undetermined,Undetermined
10316,20161139,Male,26_to_39,Driver
10317,20166033,Male,17_to_25,Motorcycle rider
10318,20161120,Male,0_to_16,Pedestrian
10319,20166031,Male,40_to_64,Driver
10320,20163049,Male,26_to_39,Motorcycle rider
10321,20163043,Male,40_to_64,Driver
10322,20166015,Female,40_to_64,Passenger
10323,20166015,Female,26_to_39,Driver
10324,20161189,Male,26_to_39,Driver
10325,20166026,Male,65_to_74,Driver
10326,20167030,Male,65_to_74,Driver
10327,20161298,Female,17_to_25,Driver
10328,20161006,Female,40_to_64,Driver
10329,20162167,Undetermined,Undetermined,Undetermined
10330,20165040,Female,17_to_25,Passenger
10331,20165040,Male,17_to_25,Driver
10332,20164002,Male,17_to_25,Driver
10333,20161182,Female,17_to_25,Driver
10334,20164032,Male,75_or_older,Passenger
10335,20163235,Male,75_or_older,Driver
10336,20164036,Female,75_or_older,Driver
10337,20167026,Female,26_to_39,Passenger
10338,20161332,Male,40_to_64,Driver
10339,20161083,Male,75_or_older,Pedestrian
10340,20161287,Female,40_to_64,Driver
10341,20161287,Female,75_or_older,Passenger
10342,20161321,Female,0_to_16,Pedestrian
10343,20162084,Undetermined,Undetermined,Undetermined
10344,20161237,Male,0_to_16,Pedestrian
10345,20161073,Male,75_or_older,Pedal cyclist
10346,20161126,Male,40_to_64,Driver
10347,20162102,Undetermined,Undetermined,Undetermined
10348,20163136,Female,75_or_older,Passenger
10349,20163136,Male,75_or_older,Driver
10350,20167003,Male,26_to_39,Pedestrian
10351,20162225,Undetermined,Undetermined,Undetermined
10352,20162122,Undetermined,Undetermined,Undetermined
10353,20165006,Male,26_to_39,Driver
10354,20161154,Male,40_to_64,Motorcycle rider
10355,20163149,Male,26_to_39,Pedestrian
10356,20165111,Female,17_to_25,Pedestrian
10357,20165033,Male,17_to_25,Driver
10358,20164058,Female,40_to_64,Driver
10359,20163177,Male,40_to_64,Motorcycle rider
10360,20163217,Male,65_to_74,Passenger
10361,20161260,Female,65_to_74,Pedestrian
10362,20161327,Male,40_to_64,Motorcycle rider
10363,20165021,Male,40_to_64,Driver
10364,20162036,Undetermined,Undetermined,Undetermined
10365,20161337,Male,26_to_39,Driver
10366,20161127,Male,40_to_64,Driver
10367,20161313,Female,40_to_64,Driver
10368,20162264,Undetermined,Undetermined,Undetermined
10369,20167004,Male,26_to_39,Driver
10370,20163087,Male,17_to_25,Driver
10371,20163011,Male,17_to_25,Driver
10372,20165116,Male,26_to_39,Driver
10373,20162085,Undetermined,Undetermined,Undetermined
10374,20162026,Undetermined,Undetermined,Undetermined
10375,20165142,Male,26_to_39,Motorcycle rider
10376,20161348,Male,40_to_64,Driver
10377,20161274,Female,40_to_64,Driver
10378,20161220,Male,26_to_39,Driver
10379,20162207,Undetermined,Undetermined,Undetermined
10380,20164055,Female,75_or_older,Driver
10381,20165161,Male,65_to_74,Driver
10382,20161345,Female,17_to_25,Driver
10383,20163174,Male,40_to_64,Pedal cyclist
10384,20162150,Undetermined,Undetermined,Undetermined
10385,20162092,Undetermined,Undetermined,Undetermined
10386,20163096,Male,40_to_64,Motorcycle rider
10387,20161306,Male,17_to_25,Driver
10388,20162257,Undetermined,Undetermined,Undetermined
10389,20167029,Male,26_to_39,Driver
10390,20164009,Male,40_to_64,Passenger
10391,20164019,Male,26_to_39,Motorcycle rider
10392,20162208,Undetermined,Undetermined,Undetermined
10393,20161105,Female,17_to_25,Driver
10394,20162095,Undetermined,Undetermined,Undetermined
10395,20165153,Male,40_to_64,Motorcycle rider
10396,20166010,Male,17_to_25,Motorcycle rider
10397,20165137,Male,26_to_39,Motorcycle rider
10398,20161104,Male,26_to_39,Motorcycle rider
10399,20161078,Male,40_to_64,Pedestrian
10400,20164040,Female,40_to_64,Passenger
10401,20164040,Male,40_to_64,Driver
10402,20165059,Male,26_to_39,Driver
10403,20165059,Male,26_to_39,Passenger
10404,20165059,Male,17_to_25,Passenger
10405,20161241,Male,40_to_64,Driver
10406,20161008,Male,75_or_older,Driver
10407,20163079,Male,26_to_39,Motorcycle rider
10408,20165020,Male,17_to_25,Driver
10409,20162223,Undetermined,Undetermined,Undetermined
10410,20161311,Male,75_or_older,Driver
10411,20165015,Female,17_to_25,Passenger
10412,20166018,Male,75_or_older,Driver
10413,20163100,Female,40_to_64,Driver
10414,20166014,Female,40_to_64,Motorcycle rider
10415,20161036,Male,17_to_25,Motorcycle rider
10416,20161165,Male,26_to_39,Driver
10417,20165044,Female,40_to_64,Driver
10418,20165044,Male,17_to_25,Driver
10419,20165044,Male,26_to_39,Passenger
10420,20161282,Male,26_to_39,Driver
10421,20162146,Undetermined,Undetermined,Undetermined
10422,20165093,Male,26_to_39,Motorcycle rider
10423,20161201,Male,26_to_39,Driver
10424,20165080,Male,17_to_25,Motorcycle pillion passenger
10425,20165080,Male,17_to_25,Driver
10426,20164024,Male,75_or_older,Pedestrian
10427,20162093,Undetermined,Undetermined,Undetermined
10428,20163068,Male,75_or_older,Pedestrian
10429,20163013,Male,40_to_64,Motorcycle rider
10430,20162128,Undetermined,Undetermined,Undetermined
10431,20162162,Undetermined,Undetermined,Undetermined
10432,20162254,Undetermined,Undetermined,Undetermined
10433,20161022,Male,75_or_older,Driver
10434,20162059,Undetermined,Undetermined,Undetermined
10435,20166017,Female,26_to_39,Passenger
10436,20162192,Undetermined,Undetermined,Undetermined
10437,20161259,Female,75_or_older,Driver
10438,20165052,Female,65_to_74,Pedal cyclist
10439,20164027,Male,40_to_64,Pedal cyclist
10440,20163093,Male,17_to_25,Motorcycle rider
10441,20161347,Female,75_or_older,Passenger
10442,20161347,Male,75_or_older,Driver
10443,20165019,Male,40_to_64,Driver
10444,20162248,Undetermined,Undetermined,Undetermined
10445,20163030,Male,0_to_16,Pedestrian
10446,20165155,Male,40_to_64,Pedal cyclist
10447,20161030,Male,17_to_25,Driver
10448,20162120,Undetermined,Undetermined,Undetermined
10449,20161158,Male,40_to_64,Driver
10450,20161114,Male,75_or_older,Driver
10451,20163084,Male,75_or_older,Pedal cyclist
10452,20162108,Undetermined,Undetermined,Undetermined
10453,20163038,Male,17_to_25,Pedestrian
10454,20162256,Undetermined,Undetermined,Undetermined
10455,20165075,Male,40_to_64,Driver
10456,20161355,Male,17_to_25,Driver
10457,20161121,Male,26_to_39,Driver
10458,20163161,Male,75_or_older,Driver
10459,20162213,Undetermined,Undetermined,Undetermined
10460,20161012,Male,40_to_64,Driver
10461,20167006,Male,26_to_39,Motorcycle rider
10462,20161266,Female,65_to_74,Driver
10463,20168002,Male,17_to_25,Motorcycle rider
10464,20161316,Male,40_to_64,Driver
10465,20165148,Female,17_to_25,Driver
10466,20162227,Undetermined,Undetermined,Undetermined
10467,20163197,Male,40_to_64,Pedal cyclist
10468,20162022,Undetermined,Undetermined,Undetermined
10469,20162157,Undetermined,Undetermined,Undetermined
10470,20161281,Male,65_to_74,Motorcycle rider
10471,20163219,Male,17_to_25,Driver
10472,20161045,Female,17_to_25,Passenger
10473,20161200,Male,65_to_74,Pedestrian
10474,20161270,Male,17_to_25,Driver
10475,20165169,Male,17_to_25,Passenger
10476,20162024,Undetermined,Undetermined,Undetermined
10477,20162008,Undetermined,Undetermined,Undetermined
10478,20162002,Undetermined,Undetermined,Undetermined
10479,20163176,Male,26_to_39,Driver
10480,20161297,Female,40_to_64,Pedestrian
10481,20163074,Female,75_or_older,Pedestrian
10482,20161213,Male,17_to_25,Driver
10483,20162232,Undetermined,Undetermined,Undetermined
10484,20162159,Undetermined,Undetermined,Undetermined
10485,20162042,Undetermined,Undetermined,Undetermined
10486,20161285,Female,26_to_39,Passenger
10487,20161255,Female,17_to_25,Passenger
10488,20162077,Undetermined,Undetermined,Undetermined
10489,20161324,Male,17_to_25,Driver
10490,20164038,Male,75_or_older,Pedal cyclist
10491,20161094,Male,40_to_64,Motorcycle rider
10492,20161305,Female,26_to_39,Motorcycle pillion passenger
10493,20161351,Female,65_to_74,Passenger
10494,20165026,Male,40_to_64,Motorcycle rider
10495,20161252,Male,65_to_74,Driver
10496,20161141,Female,75_or_older,Driver
10497,20161236,Male,40_to_64,Driver
10498,20163081,Male,40_to_64,Driver
10499,20162238,Undetermined,Undetermined,Undetermined
10500,20165124,Female,40_to_64,Driver
10501,20162275,Undetermined,Undetermined,Undetermined
10502,20165147,Male,26_to_39,Motorcycle rider
10503,20163154,Male,40_to_64,Pedestrian
10504,20162028,Undetermined,Undetermined,Undetermined
10505,20162113,Undetermined,Undetermined,Undetermined
10506,20163179,Male,40_to_64,Motorcycle rider
10507,20161264,Male,26_to_39,Motorcycle rider
10508,20161164,Female,65_to_74,Driver
10509,20162196,Undetermined,Undetermined,Undetermined
10510,20165098,Female,0_to_16,Passenger
10511,20161070,Male,40_to_64,Motorcycle rider
10512,20161043,Male,75_or_older,Driver
10513,20161257,Male,26_to_39,Pedestrian
10514,20162013,Undetermined,Undetermined,Undetermined
10515,20161117,Male,17_to_25,Passenger
10516,20165104,Male,26_to_39,Motorcycle rider
10517,20167010,Male,40_to_64,Driver
10518,20163108,Female,26_to_39,Driver
10519,20164018,Female,26_to_39,Motorcycle rider
10520,20161023,Female,75_or_older,Pedestrian
10521,20161084,Male,40_to_64,Motorcycle rider
10522,20162109,Undetermined,Undetermined,Undetermined
10523,20163028,Female,75_or_older,Passenger
10524,20162249,Undetermined,Undetermined,Undetermined
10525,20167027,Male,17_to_25,Driver
10526,20161025,Male,40_to_64,Motorcycle rider
10527,20162251,Undetermined,Undetermined,Undetermined
10528,20162262,Undetermined,Undetermined,Undetermined
10529,20163180,Male,40_to_64,Pedal cyclist
10530,20162061,Undetermined,Undetermined,Undetermined
10531,20162221,Undetermined,Undetermined,Undetermined
10532,20162237,Undetermined,Undetermined,Undetermined
10533,20162184,Undetermined,Undetermined,Undetermined
10534,20165132,Female,65_to_74,Pedestrian
10535,20165070,Male,17_to_25,Driver
10536,20163001,Female,40_to_64,Driver
10537,20163027,Male,17_to_25,Passenger
10538,20163046,Female,65_to_74,Driver
10539,20162149,Undetermined,Undetermined,Undetermined
10540,20162014,Undetermined,Undetermined,Undetermined
10541,20162055,Undetermined,Undetermined,Undetermined
10542,20163063,Male,26_to_39,Driver
10543,20165004,Male,40_to_64,Motorcycle rider
10544,20164028,Male,26_to_39,Pedestrian
10545,20162239,Undetermined,Undetermined,Undetermined
10546,20163232,Female,26_to_39,Driver
10547,20161085,Male,17_to_25,Driver
10548,20161085,Male,17_to_25,Passenger
10549,20163054,Male,40_to_64,Pedal cyclist
10550,20165016,Female,26_to_39,Driver
10551,20162263,Undetermined,Undetermined,Undetermined
10552,20161249,Male,40_to_64,Pedestrian
10553,20162121,Undetermined,Undetermined,Undetermined
10554,20162100,Undetermined,Undetermined,Undetermined
10555,20161136,Male,40_to_64,Motorcycle rider
10556,20161013,Male,65_to_74,Driver
10557,20162012,Undetermined,Undetermined,Undetermined
10558,20161077,Male,40_to_64,Pedestrian
10559,20164029,Male,40_to_64,Motorcycle rider
10560,20167034,Female,26_to_39,Pedestrian
10561,20165057,Male,26_to_39,Driver
10562,20162176,Undetermined,Undetermined,Undetermined
10563,20164044,Male,40_to_64,Driver
10564,20166013,Female,17_to_25,Driver
10565,20165030,Male,40_to_64,Driver
10566,20165108,Female,26_to_39,Driver
10567,20161177,Male,40_to_64,Motorcycle rider
10568,20165079,Male,40_to_64,Driver
10569,20163010,Female,40_to_64,Driver
10570,20162244,Undetermined,Undetermined,Undetermined
10571,20166032,Male,26_to_39,Driver
10572,20163018,Female,40_to_64,Motorcycle rider
10573,20161159,Female,40_to_64,Motorcycle rider
10574,20165154,Male,17_to_25,Driver
10575,20163112,Male,17_to_25,Passenger
10576,20162161,Undetermined,Undetermined,Undetermined
10577,20161111,Male,17_to_25,Pedestrian
10578,20162187,Undetermined,Undetermined,Undetermined
10579,20161050,Female,17_to_25,Pedestrian
10580,20165127,Male,26_to_39,Driver
10581,20163103,Male,40_to_64,Driver
10582,20162069,Undetermined,Undetermined,Undetermined
10583,20164043,Female,26_to_39,Passenger
10584,20163009,Male,75_or_older,Pedestrian
10585,20161222,Female,75_or_older,Pedestrian
10586,20161018,Female,0_to_16,Passenger
10587,20166027,Male,75_or_older,Driver
10588,20161267,Female,75_or_older,Pedestrian
10589,20165114,Male,65_to_74,Motorcycle rider
10590,20163055,Male,75_or_older,Pedestrian
10591,20165082,Female,65_to_74,Passenger
10592,20165082,Male,75_or_older,Driver
10593,20167017,Male,26_to_39,Driver
10594,20161037,Female,40_to_64,Pedestrian
10595,20161160,Male,40_to_64,Driver
10596,20161163,Female,17_to_25,Driver
10597,20161106,Male,17_to_25,Passenger
10598,20161212,Male,26_to_39,Driver
10599,20163101,Male,40_to_64,Driver
10600,20165060,Female,17_to_25,Driver
10601,20163158,Male,26_to_39,Passenger
10602,20161233,Male,26_to_39,Driver
10603,20164073,Female,75_or_older,Passenger
10604,20164073,Male,26_to_39,Driver
10605,20164073,Female,40_to_64,Driver
10606,20163097,Male,40_to_64,Motorcycle rider
10607,20162234,Undetermined,Undetermined,Undetermined
10608,20161074,Female,40_to_64,Motorcycle pillion passenger
10609,20161190,Male,0_to_16,Pedestrian
10610,20165076,Male,40_to_64,Driver
10611,20163070,Female,40_to_64,Motorcycle rider
10612,20165159,Male,40_to_64,Driver
10613,20161058,Male,40_to_64,Driver
10614,20166020,Male,17_to_25,Motorcycle rider
10615,20166020,Male,26_to_39,Motorcycle pillion passenger
10616,20162270,Undetermined,Undetermined,Undetermined
10617,20163045,Male,65_to_74,Passenger
10618,20163234,Male,26_to_39,Driver
10619,20162206,Undetermined,Undetermined,Undetermined
10620,20164010,Male,26_to_39,Driver
10621,20162180,Undetermined,Undetermined,Undetermined
10622,20163194,Male,65_to_74,Motorcycle rider
10623,20165092,Male,40_to_64,Motorcycle rider
10624,20166028,Male,40_to_64,Motorcycle rider
10625,20163143,Male,65_to_74,Pedestrian
10626,20162194,Undetermined,Undetermined,Undetermined
10627,20165014,Male,26_to_39,Motorcycle rider
10628,20163201,Male,65_to_74,Driver
10629,20163201,Female,75_or_older,Driver
10630,20161312,Female,75_or_older,Pedestrian
10631,20161046,Male,75_or_older,Driver
10632,20166011,Male,65_to_74,Driver
10633,20162216,Undetermined,Undetermined,Undetermined
