Crash ID,Crash Type,Accident Type Dimension Index
20206009,Multiple,5410
20202045,Single,5411
20204059,Multiple,5412
20205132,Multiple,5413
20203200,Single,5414
20205090,Multiple,5415
20205037,Single,5416
20201111,Multiple,5417
20202158,Single,5418
20202167,Single,5419
20202040,Multiple,5420
20201107,Single,5421
20203224,Multiple,5422
20203147,Single,5423
20202184,Multiple,5424
20201190,Multiple,5425
20201245,Single,5426
20204083,Multiple,5427
20203207,Multiple,5428
20201259,Single,5429
20202068,Single,5430
20201178,Single,5431
20203196,Single,5432
20206016,Single,5433
20206008,Single,5434
20201105,Multiple,5435
20201171,Single,5436
20202161,Multiple,5437
20205010,Multiple,5438
20202085,Multiple,5439
20206026,Multiple,5440
20201199,Multiple,5441
20201085,Multiple,5442
20206024,Multiple,5443
20201027,Single,5444
20203092,Single,5445
20202024,Multiple,5446
20206029,Single,5447
20204080,Multiple,5448
20204049,Multiple,5449
20205011,Multiple,5450
20201076,Multiple,5451
20203227,Single,5452
20201012,Single,5453
20205137,Multiple,5454
20204038,Single,5455
20202174,Multiple,5456
20205122,Single,5457
20201048,Single,5458
20202054,Single,5459
20203242,Multiple,5460
20201210,Multiple,5461
20204016,Single,5462
20202192,Single,5463
20201179,Single,5464
20205082,Multiple,5465
20202115,Single,5466
20205079,Multiple,5467
20203022,Single,5468
20202083,Single,5469
20204062,Single,5470
20202026,Single,5471
20201254,Single,5472
20201160,Single,5473
20202104,Single,5474
20205131,Single,5475
20201134,Multiple,5476
20202086,Multiple,5477
20202126,Single,5478
20202011,Single,5479
20202047,Single,5480
20202064,Multiple,5481
20201060,Single,5482
20205087,Single,5483
20206021,Multiple,5484
20201046,Multiple,5485
20203149,Single,5486
20204052,Single,5487
20202194,Multiple,5488
20207010,Single,5489
20205121,Single,5490
20191119,Single,5491
20192173,Single,5492
20193073,Single,5493
20192170,Multiple,5494
20197003,Single,5495
20194003,Single,5496
20191322,Single,5497
20193148,Multiple,5498
20192171,Single,5499
20192038,Single,5500
20194038,Single,5501
20195069,Multiple,5502
20193071,Single,5503
20193006,Multiple,5504
20194020,Single,5505
20195079,Single,5506
20194053,Multiple,5507
20197018,Single,5508
20193115,Multiple,5509
20195029,Single,5510
20197021,Single,5511
20191214,Multiple,5512
20192073,Single,5513
20191117,Single,5514
20191169,Single,5515
20191207,Single,5516
20192176,Multiple,5517
20198001,Single,5518
20191012,Single,5519
20194030,Single,5520
20192130,Single,5521
20191066,Multiple,5522
20195135,Single,5523
20191133,Single,5524
20191089,Single,5525
20194050,Single,5526
20193168,Single,5527
20191125,Multiple,5528
20191078,Single,5529
20192016,Multiple,5530
20191071,Single,5531
20195043,Single,5532
20195073,Multiple,5533
20191274,Multiple,5534
20196003,Single,5535
20192149,Multiple,5536
20197016,Multiple,5537
20195106,Single,5538
20194051,Single,5539
20195074,Multiple,5540
20194068,Single,5541
20192152,Multiple,5542
20192072,Multiple,5543
20191171,Single,5544
20193015,Single,5545
20195142,Single,5546
20191035,Multiple,5547
20192151,Multiple,5548
20192223,Multiple,5549
20194076,Multiple,5550
20192247,Multiple,5551
20193029,Single,5552
20192239,Single,5553
20192104,Single,5554
20192039,Single,5555
20196023,Single,5556
20192226,Single,5557
20193060,Single,5558
20191096,Single,5559
20191076,Single,5560
20195116,Multiple,5561
20194072,Multiple,5562
20195032,Multiple,5563
20191200,Single,5564
20193004,Single,5565
20192233,Single,5566
20191026,Single,5567
20192082,Multiple,5568
20193090,Single,5569
20191248,Multiple,5570
20197020,Single,5571
20196011,Single,5572
20191321,Multiple,5573
20193009,Single,5574
20191250,Single,5575
20191256,Single,5576
20193099,Single,5577
20195063,Single,5578
20191105,Single,5579
20194032,Single,5580
20194014,Multiple,5581
20191261,Single,5582
20193127,Multiple,5583
20195119,Multiple,5584
20193069,Multiple,5585
20191120,Single,5586
20197010,Multiple,5587
20194067,Multiple,5588
20195081,Single,5589
20193134,Single,5590
20196010,Multiple,5591
20192096,Single,5592
20194055,Multiple,5593
20191127,Single,5594
20191209,Multiple,5595
20191057,Multiple,5596
20192129,Multiple,5597
20193139,Single,5598
20191154,Single,5599
20192052,Multiple,5600
20192078,Multiple,5601
20193052,Single,5602
20191262,Single,5603
20194080,Single,5604
20191313,Single,5605
20191063,Multiple,5606
20194086,Multiple,5607
20193123,Multiple,5608
20192208,Multiple,5609
20192087,Single,5610
20191296,Multiple,5611
20192127,Multiple,5612
20193177,Single,5613
20193167,Single,5614
20195099,Single,5615
20194061,Single,5616
20193013,Single,5617
20191004,Single,5618
20191213,Multiple,5619
20191215,Single,5620
20193129,Multiple,5621
20193053,Multiple,5622
20191092,Multiple,5623
20194092,Multiple,5624
20191232,Single,5625
20194084,Single,5626
20195105,Single,5627
20192107,Single,5628
20195120,Single,5629
20193153,Single,5630
20191158,Single,5631
20192147,Single,5632
20194077,Multiple,5633
20192203,Single,5634
20191151,Single,5635
20191087,Single,5636
20195016,Single,5637
20191303,Multiple,5638
20192219,Single,5639
20192216,Single,5640
20192206,Multiple,5641
20195122,Single,5642
20194029,Single,5643
20195084,Single,5644
20191283,Single,5645
20191305,Multiple,5646
20194059,Single,5647
20192027,Multiple,5648
20191101,Multiple,5649
20193048,Single,5650
20193023,Single,5651
20191128,Single,5652
20192172,Single,5653
20194042,Multiple,5654
20191141,Multiple,5655
20192084,Multiple,5656
20191230,Multiple,5657
20192020,Multiple,5658
20193046,Single,5659
20192112,Multiple,5660
20195026,Single,5661
20193064,Multiple,5662
20194104,Multiple,5663
20194110,Single,5664
20191324,Multiple,5665
20195051,Single,5666
20191075,Multiple,5667
20196002,Multiple,5668
20194097,Single,5669
20192186,Single,5670
20193179,Multiple,5671
20192003,Multiple,5672
20191291,Multiple,5673
20194098,Single,5674
20191007,Single,5675
20191132,Multiple,5676
20191263,Multiple,5677
20193183,Single,5678
20195098,Single,5679
20192217,Single,5680
20193102,Single,5681
20192137,Single,5682
20198002,Multiple,5683
20192131,Multiple,5684
20191307,Single,5685
20193180,Single,5686
20191023,Single,5687
20192224,Single,5688
20192245,Single,5689
20194025,Single,5690
20191061,Single,5691
20191088,Single,5692
20194008,Single,5693
20191006,Multiple,5694
20193137,Single,5695
20191072,Single,5696
20193188,Single,5697
20194048,Single,5698
20193103,Multiple,5699
20191060,Single,5700
20194079,Single,5701
20192019,Single,5702
20193083,Single,5703
20192165,Single,5704
20192118,Single,5705
20191167,Single,5706
20196021,Multiple,5707
20191136,Single,5708
20193042,Single,5709
20193176,Multiple,5710
20191260,Multiple,5711
20192047,Multiple,5712
20191028,Multiple,5713
20192227,Multiple,5714
20193151,Single,5715
20192174,Single,5716
20193159,Multiple,5717
20194013,Multiple,5718
20192238,Single,5719
20193096,Single,5720
20192162,Single,5721
20191281,Multiple,5722
20197024,Single,5723
20191199,Multiple,5724
20193130,Single,5725
20192155,Single,5726
20195027,Single,5727
20194011,Single,5728
20193187,Single,5729
20195038,Single,5730
20191257,Single,5731
20192237,Multiple,5732
20193117,Single,5733
20195009,Single,5734
20192077,Multiple,5735
20191195,Multiple,5736
20191193,Multiple,5737
20191273,Multiple,5738
20193146,Multiple,5739
20191183,Single,5740
20193097,Multiple,5741
20192213,Multiple,5742
20191175,Multiple,5743
20191113,Single,5744
20193161,Multiple,5745
20195061,Single,5746
20195139,Multiple,5747
20192157,Multiple,5748
20193194,Multiple,5749
20192060,Single,5750
20191039,Single,5751
20193119,Multiple,5752
20192048,Single,5753
20192205,Multiple,5754
20191285,Multiple,5755
20193113,Multiple,5756
20195060,Multiple,5757
20191202,Multiple,5758
20192228,Multiple,5759
20191312,Single,5760
20193032,Single,5761
20191191,Single,5762
20191043,Multiple,5763
20191176,Single,5764
20197013,Single,5765
20191112,Single,5766
20191277,Multiple,5767
20192102,Single,5768
20193040,Single,5769
20195023,Single,5770
20192197,Single,5771
20192028,Multiple,5772
20191150,Single,5773
20191240,Single,5774
20191162,Multiple,5775
20193089,Multiple,5776
20195052,Single,5777
20191212,Multiple,5778
20193124,Single,5779
20191222,Multiple,5780
20191282,Single,5781
20191099,Multiple,5782
20193056,Single,5783
20193154,Single,5784
20195017,Multiple,5785
20191020,Single,5786
20193178,Multiple,5787
20191170,Single,5788
20193045,Single,5789
20192229,Single,5790
20191229,Multiple,5791
20194022,Single,5792
20196016,Multiple,5793
20191048,Multiple,5794
20193132,Single,5795
20192158,Multiple,5796
20192091,Single,5797
20191223,Single,5798
20195064,Multiple,5799
20191148,Multiple,5800
20193145,Single,5801
20192026,Single,5802
20195091,Multiple,5803
20191287,Single,5804
20193114,Multiple,5805
20191116,Multiple,5806
20191203,Single,5807
20192004,Multiple,5808
20193173,Single,5809
20192164,Single,5810
20191115,Multiple,5811
20192070,Multiple,5812
20195080,Multiple,5813
20195019,Single,5814
20191276,Single,5815
20193085,Single,5816
20196005,Single,5817
20191073,Single,5818
20192142,Single,5819
20193017,Multiple,5820
20193080,Single,5821
20198004,Multiple,5822
20191098,Single,5823
20195056,Single,5824
20194085,Single,5825
20193067,Single,5826
20193074,Multiple,5827
20192008,Single,5828
20193105,Multiple,5829
20191329,Multiple,5830
20191016,Single,5831
20193118,Multiple,5832
20191015,Multiple,5833
20192062,Multiple,5834
20193049,Multiple,5835
20195013,Multiple,5836
20193078,Multiple,5837
20192207,Single,5838
20191168,Single,5839
20191102,Single,5840
20191279,Single,5841
20195140,Multiple,5842
20194096,Single,5843
20192083,Single,5844
20193116,Single,5845
20193150,Single,5846
20193010,Single,5847
20193186,Multiple,5848
20191246,Single,5849
20192049,Multiple,5850
20191093,Single,5851
20193036,Single,5852
20196019,Single,5853
20194089,Single,5854
20195070,Single,5855
20193088,Single,5856
20191163,Single,5857
20191110,Multiple,5858
20192144,Single,5859
20193166,Single,5860
20192138,Single,5861
20193147,Multiple,5862
20197019,Single,5863
20193135,Single,5864
20192182,Single,5865
20192209,Single,5866
20192031,Single,5867
20193126,Single,5868
20193021,Single,5869
20192053,Multiple,5870
20192156,Single,5871
20191309,Single,5872
20194065,Single,5873
20195097,Single,5874
20191293,Single,5875
20191216,Single,5876
20195127,Single,5877
20191326,Multiple,5878
20191254,Single,5879
20192011,Single,5880
20191189,Single,5881
20193008,Multiple,5882
20191111,Multiple,5883
20194018,Single,5884
20193024,Single,5885
20193016,Single,5886
20195086,Single,5887
20195149,Single,5888
20195144,Multiple,5889
20191064,Single,5890
20193152,Single,5891
20191085,Single,5892
20191186,Multiple,5893
20193027,Single,5894
20192014,Single,5895
20196001,Single,5896
20193072,Multiple,5897
20191149,Multiple,5898
20192056,Multiple,5899
20195147,Multiple,5900
20193084,Single,5901
20193001,Single,5902
20191114,Multiple,5903
20191156,Single,5904
20195125,Single,5905
20191090,Single,5906
20195094,Single,5907
20191206,Multiple,5908
20191029,Single,5909
20194054,Single,5910
20194047,Multiple,5911
20194101,Multiple,5912
20191164,Multiple,5913
20191269,Single,5914
20193162,Multiple,5915
20192150,Single,5916
20193142,Single,5917
20191034,Multiple,5918
20192128,Single,5919
20197008,Single,5920
20191097,Multiple,5921
20191244,Multiple,5922
20191228,Single,5923
20194083,Multiple,5924
20195092,Single,5925
20191311,Multiple,5926
20193025,Multiple,5927
20195003,Multiple,5928
20195059,Multiple,5929
20191268,Single,5930
20191278,Single,5931
20193022,Multiple,5932
20195112,Multiple,5933
20195042,Single,5934
20191320,Single,5935
20195037,Multiple,5936
20192090,Single,5937
20191070,Multiple,5938
20197001,Single,5939
20191095,Single,5940
20193106,Single,5941
20193028,Multiple,5942
20196017,Multiple,5943
20192022,Single,5944
20192121,Single,5945
20193039,Multiple,5946
20193076,Multiple,5947
20195150,Single,5948
20192071,Multiple,5949
20191302,Single,5950
20196006,Multiple,5951
20191165,Multiple,5952
20194106,Single,5953
20195031,Single,5954
20193018,Single,5955
20194039,Single,5956
20191160,Multiple,5957
20192074,Single,5958
20193136,Multiple,5959
20191301,Multiple,5960
20192244,Single,5961
20191124,Single,5962
20191058,Single,5963
20194021,Single,5964
20192064,Single,5965
20195108,Single,5966
20193034,Multiple,5967
20191086,Single,5968
20196013,Multiple,5969
20194015,Single,5970
20193155,Multiple,5971
20194012,Multiple,5972
20192210,Single,5973
20192154,Multiple,5974
20191083,Single,5975
20193189,Multiple,5976
20192063,Multiple,5977
20191317,Multiple,5978
20193163,Multiple,5979
20191144,Single,5980
20195068,Single,5981
20193164,Single,5982
20191327,Multiple,5983
20193092,Multiple,5984
20191272,Single,5985
20191310,Single,5986
20192092,Single,5987
20191081,Single,5988
20191143,Single,5989
20192030,Multiple,5990
20192089,Single,5991
20192034,Multiple,5992
20193070,Multiple,5993
20193044,Single,5994
20193169,Multiple,5995
20197015,Single,5996
20195020,Single,5997
20191131,Multiple,5998
20191255,Single,5999
20195039,Multiple,6000
20194064,Single,6001
20195001,Multiple,6002
20191009,Multiple,6003
20195005,Single,6004
20197026,Single,6005
20197025,Multiple,6006
20192054,Single,6007
20191197,Single,6008
20195101,Single,6009
20194087,Single,6010
20193043,Multiple,6011
20192002,Multiple,6012
20194034,Single,6013
20192181,Multiple,6014
20193143,Multiple,6015
20195141,Single,6016
20191013,Single,6017
20195107,Multiple,6018
20191137,Multiple,6019
20194100,Multiple,6020
20191218,Single,6021
20192184,Single,6022
20192188,Multiple,6023
20193098,Single,6024
20191178,Multiple,6025
20194052,Multiple,6026
20191297,Multiple,6027
20191146,Single,6028
20191030,Multiple,6029
20194107,Multiple,6030
20196008,Single,6031
20191184,Single,6032
20191300,Single,6033
20194006,Multiple,6034
20195132,Single,6035
20193101,Multiple,6036
20198006,Single,6037
20194024,Single,6038
20195035,Single,6039
20193125,Multiple,6040
20195033,Multiple,6041
20192204,Single,6042
20192065,Multiple,6043
20195117,Single,6044
20192231,Single,6045
20195126,Multiple,6046
20195021,Multiple,6047
20191298,Multiple,6048
20192199,Single,6049
20193030,Single,6050
20195131,Multiple,6051
20195058,Single,6052
20195022,Single,6053
20191051,Single,6054
20191077,Single,6055
20194060,Multiple,6056
20192123,Single,6057
20192006,Single,6058
20194049,Multiple,6059
20194088,Single,6060
20192010,Single,6061
20192243,Single,6062
20191126,Multiple,6063
20191280,Single,6064
20193002,Single,6065
20193057,Single,6066
20192201,Single,6067
20192115,Single,6068
20193138,Multiple,6069
20191208,Single,6070
20195041,Single,6071
20192111,Multiple,6072
20191019,Single,6073
20193172,Multiple,6074
20193094,Single,6075
20195148,Single,6076
20195066,Multiple,6077
20191205,Single,6078
20193141,Single,6079
20192075,Single,6080
20192218,Single,6081
20197014,Single,6082
20192234,Multiple,6083
20191243,Multiple,6084
20191237,Single,6085
20191082,Multiple,6086
20193185,Multiple,6087
20197017,Single,6088
20191328,Single,6089
20196009,Multiple,6090
20196020,Multiple,6091
20195100,Single,6092
20191315,Single,6093
20193065,Multiple,6094
20195045,Single,6095
20191289,Single,6096
20195057,Single,6097
20198005,Single,6098
20192214,Single,6099
20191236,Single,6100
20192100,Multiple,6101
20191235,Multiple,6102
20195015,Multiple,6103
20195103,Single,6104
20191194,Single,6105
20192166,Single,6106
20193020,Multiple,6107
20191011,Single,6108
20194023,Single,6109
20195134,Single,6110
20193061,Single,6111
20192193,Multiple,6112
20193160,Single,6113
20192240,Single,6114
20195130,Single,6115
20192088,Single,6116
20191109,Single,6117
20191318,Multiple,6118
20194094,Single,6119
20192116,Multiple,6120
20191008,Single,6121
20194066,Single,6122
20192035,Multiple,6123
20191253,Single,6124
20192099,Single,6125
20196014,Multiple,6126
20193121,Multiple,6127
20194069,Multiple,6128
20192211,Single,6129
20192113,Single,6130
20191217,Multiple,6131
20192140,Multiple,6132
20192021,Multiple,6133
20193195,Single,6134
20191173,Multiple,6135
20194007,Single,6136
20195114,Single,6137
20192191,Multiple,6138
20194016,Single,6139
20192126,Single,6140
20195049,Single,6141
20195025,Single,6142
20193007,Single,6143
20192143,Single,6144
20192032,Multiple,6145
20192086,Multiple,6146
20194078,Single,6147
20191027,Single,6148
20192013,Multiple,6149
20195055,Multiple,6150
20193095,Multiple,6151
20192175,Single,6152
20191219,Multiple,6153
20193031,Single,6154
20194037,Single,6155
20192248,Single,6156
20192050,Multiple,6157
20194026,Single,6158
20192105,Single,6159
20196027,Multiple,6160
20191049,Multiple,6161
20193192,Single,6162
20193059,Single,6163
20194103,Single,6164
20195089,Single,6165
20191056,Multiple,6166
20192246,Multiple,6167
20193066,Multiple,6168
20191140,Multiple,6169
20194082,Multiple,6170
20193170,Multiple,6171
20191091,Single,6172
20195109,Single,6173
20191134,Multiple,6174
20194031,Multiple,6175
20195128,Single,6176
20191325,Single,6177
20195129,Single,6178
20192215,Multiple,6179
20193196,Single,6180
20193112,Single,6181
20192133,Single,6182
20191001,Single,6183
20193012,Single,6184
20191198,Multiple,6185
20191121,Multiple,6186
20193174,Single,6187
20197027,Single,6188
20192163,Single,6189
20192094,Single,6190
20195124,Single,6191
20193104,Multiple,6192
20195137,Single,6193
20191130,Single,6194
20193051,Multiple,6195
20191304,Single,6196
20195007,Multiple,6197
20192122,Single,6198
20193019,Multiple,6199
20192095,Single,6200
20197028,Multiple,6201
20194058,Multiple,6202
20192236,Single,6203
20193037,Single,6204
20192024,Single,6205
20193181,Multiple,6206
20192059,Multiple,6207
20192001,Single,6208
20194102,Multiple,6209
20192109,Single,6210
20197005,Single,6211
20194105,Multiple,6212
20191252,Multiple,6213
20193109,Multiple,6214
20194005,Single,6215
20195053,Single,6216
20191142,Single,6217
20195077,Single,6218
20194081,Multiple,6219
20192068,Single,6220
20191052,Multiple,6221
20195136,Single,6222
20193026,Multiple,6223
20195006,Single,6224
20192085,Single,6225
20192101,Single,6226
20191227,Multiple,6227
20191017,Single,6228
20192232,Single,6229
20192235,Single,6230
20195121,Multiple,6231
20193107,Single,6232
20191188,Multiple,6233
20192108,Multiple,6234
20192125,Multiple,6235
20196015,Single,6236
20194046,Multiple,6237
20194091,Multiple,6238
20194010,Single,6239
20193144,Multiple,6240
20195088,Single,6241
20194071,Single,6242
20195087,Multiple,6243
20195067,Single,6244
20192067,Single,6245
20191319,Single,6246
20197023,Single,6247
20191041,Multiple,6248
20193100,Single,6249
20195090,Multiple,6250
20191024,Multiple,6251
20195040,Single,6252
20195036,Single,6253
20192015,Single,6254
20192169,Multiple,6255
20191084,Multiple,6256
20191103,Multiple,6257
20193111,Single,6258
20195004,Multiple,6259
20192177,Multiple,6260
20191042,Multiple,6261
20195145,Single,6262
20196018,Single,6263
20193033,Multiple,6264
20192230,Multiple,6265
20191002,Single,6266
20192080,Multiple,6267
20192139,Single,6268
20191118,Single,6269
20191179,Single,6270
20191226,Multiple,6271
20191264,Multiple,6272
20193122,Single,6273
20192036,Single,6274
20191031,Multiple,6275
20191247,Multiple,6276
20193093,Single,6277
20191284,Single,6278
20191080,Multiple,6279
20196026,Single,6280
20191138,Multiple,6281
20192098,Single,6282
20191234,Single,6283
20194019,Single,6284
20197006,Single,6285
20195044,Single,6286
20193157,Single,6287
20193131,Multiple,6288
20192194,Single,6289
20191221,Multiple,6290
20191239,Single,6291
20195093,Single,6292
20191062,Single,6293
20192225,Multiple,6294
20192069,Single,6295
20192222,Single,6296
20195054,Single,6297
20191147,Single,6298
20191059,Single,6299
20193055,Multiple,6300
20193038,Multiple,6301
20191185,Multiple,6302
20191157,Single,6303
20194033,Multiple,6304
20192055,Multiple,6305
20193184,Multiple,6306
20191033,Single,6307
20195008,Single,6308
20191094,Multiple,6309
20192192,Single,6310
20192110,Multiple,6311
20196012,Single,6312
20192153,Single,6313
20193175,Single,6314
20192167,Single,6315
20193068,Single,6316
20197002,Single,6317
20192061,Multiple,6318
20193050,Single,6319
20193133,Multiple,6320
20191010,Multiple,6321
20193149,Single,6322
20194028,Single,6323
20191018,Single,6324
20196028,Multiple,6325
20191180,Single,6326
20191166,Single,6327
20192242,Single,6328
20191286,Multiple,6329
20191275,Single,6330
20193011,Single,6331
20191231,Multiple,6332
20194040,Multiple,6333
20195083,Multiple,6334
20191238,Single,6335
20195076,Single,6336
20191211,Single,6337
20192187,Multiple,6338
20191122,Multiple,6339
20192114,Single,6340
20193165,Multiple,6341
20192066,Multiple,6342
20191152,Single,6343
20194090,Single,6344
20195104,Single,6345
20192119,Multiple,6346
20195082,Multiple,6347
20192183,Multiple,6348
20193005,Single,6349
20191161,Single,6350
20195115,Multiple,6351
20195143,Multiple,6352
20192117,Single,6353
20196004,Multiple,6354
20191306,Single,6355
20192005,Multiple,6356
20191267,Single,6357
20192212,Multiple,6358
20194001,Single,6359
20195096,Multiple,6360
20193082,Single,6361
20191196,Single,6362
20193035,Multiple,6363
20191224,Multiple,6364
20191249,Single,6365
20194041,Multiple,6366
20195024,Single,6367
20192041,Single,6368
20191270,Single,6369
20191032,Multiple,6370
20193108,Single,6371
20191014,Multiple,6372
20191022,Multiple,6373
20194056,Multiple,6374
20193110,Multiple,6375
20193079,Multiple,6376
20191266,Single,6377
20191242,Multiple,6378
20192120,Single,6379
20194002,Multiple,6380
20191201,Multiple,6381
20194073,Multiple,6382
20195047,Single,6383
20193182,Multiple,6384
20191294,Single,6385
20194045,Single,6386
20191068,Single,6387
20194062,Single,6388
20191245,Single,6389
20196024,Single,6390
20194004,Single,6391
20191108,Multiple,6392
20191225,Single,6393
20191104,Multiple,6394
20195133,Single,6395
20196025,Single,6396
20191135,Multiple,6397
20195012,Single,6398
20195152,Single,6399
20191067,Multiple,6400
20192134,Multiple,6401
20193193,Multiple,6402
20193140,Multiple,6403
20192051,Multiple,6404
20197011,Single,6405
20192093,Single,6406
20191145,Single,6407
20192146,Multiple,6408
20194099,Single,6409
20191155,Multiple,6410
20192196,Single,6411
20195151,Single,6412
20192046,Single,6413
20192159,Multiple,6414
20192221,Single,6415
20193041,Multiple,6416
20191123,Multiple,6417
20195065,Single,6418
20192017,Multiple,6419
20192135,Multiple,6420
20192018,Multiple,6421
20191258,Single,6422
20191106,Single,6423
20191050,Single,6424
20193081,Multiple,6425
20191037,Multiple,6426
20191107,Multiple,6427
20191290,Single,6428
20192185,Multiple,6429
20192044,Multiple,6430
20193156,Single,6431
20191314,Single,6432
20191100,Single,6433
20191047,Single,6434
20192160,Single,6435
20192012,Multiple,6436
20195048,Multiple,6437
20191159,Single,6438
20194044,Single,6439
20193003,Multiple,6440
20191220,Multiple,6441
20192037,Single,6442
20192045,Single,6443
20191192,Multiple,6444
20193171,Single,6445
20195123,Single,6446
20195072,Single,6447
20191005,Single,6448
20192189,Single,6449
20191210,Single,6450
20191172,Single,6451
20192058,Multiple,6452
20192043,Multiple,6453
20192200,Single,6454
20193091,Multiple,6455
20195138,Single,6456
20196022,Multiple,6457
20191271,Single,6458
20193014,Single,6459
20195050,Single,6460
20192033,Single,6461
20191241,Single,6462
20195034,Single,6463
20191182,Single,6464
20196029,Single,6465
20192023,Multiple,6466
20191181,Single,6467
20192029,Single,6468
20191025,Single,6469
20191021,Multiple,6470
20192103,Multiple,6471
20192040,Multiple,6472
20194017,Single,6473
20192220,Single,6474
20192148,Single,6475
20195002,Single,6476
20192178,Multiple,6477
20192097,Multiple,6478
20193075,Single,6479
20192202,Multiple,6480
20195110,Single,6481
20195118,Single,6482
20192007,Single,6483
20191204,Single,6484
20195102,Multiple,6485
20194057,Multiple,6486
20195062,Multiple,6487
20195085,Multiple,6488
20192076,Single,6489
20192079,Multiple,6490
20195046,Multiple,6491
20193086,Single,6492
20198003,Single,6493
20192190,Single,6494
20191153,Single,6495
20192195,Single,6496
20195010,Single,6497
20195146,Single,6498
20191251,Multiple,6499
20193158,Single,6500
20192009,Multiple,6501
20192161,Multiple,6502
20194074,Multiple,6503
20191046,Single,6504
20195078,Single,6505
20193191,Single,6506
20191053,Multiple,6507
20195018,Single,6508
20191299,Single,6509
20194009,Single,6510
20195014,Single,6511
20193087,Multiple,6512
20197007,Single,6513
20191265,Single,6514
20191174,Single,6515
20195075,Single,6516
20191079,Single,6517
20194093,Single,6518
20191074,Single,6519
20191069,Multiple,6520
20192198,Single,6521
20191308,Multiple,6522
20197009,Single,6523
20195011,Single,6524
20193120,Multiple,6525
20193063,Single,6526
20193054,Single,6527
20191139,Single,6528
20192106,Single,6529
20191292,Single,6530
20192241,Single,6531
20194109,Multiple,6532
20194095,Single,6533
20194035,Multiple,6534
20191038,Single,6535
20192179,Multiple,6536
20192132,Single,6537
20191295,Single,6538
20195028,Multiple,6539
20192168,Multiple,6540
20191129,Single,6541
20193077,Single,6542
20193128,Single,6543
20192136,Single,6544
20191054,Single,6545
20194070,Multiple,6546
20195030,Single,6547
20192042,Single,6548
20197012,Single,6549
20191065,Single,6550
20192145,Single,6551
20191003,Multiple,6552
20197022,Single,6553
20192180,Single,6554
20194043,Multiple,6555
20192025,Single,6556
20191288,Multiple,6557
20197004,Single,6558
20192057,Single,6559
20191055,Single,6560
20196007,Single,6561
20191177,Multiple,6562
20194063,Single,6563
20193190,Single,6564
20195113,Single,6565
20194075,Single,6566
20191323,Single,6567
20191190,Single,6568
20191036,Multiple,6569
20191040,Single,6570
20195071,Single,6571
20192124,Single,6572
20191045,Single,6573
20195095,Single,6574
20195111,Single,6575
20194036,Single,6576
20191259,Single,6577
20191316,Multiple,6578
20192081,Multiple,6579
20194108,Single,6580
20194027,Multiple,6581
20191044,Single,6582
20193058,Single,6583
20191233,Single,6584
20192141,Multiple,6585
20193047,Single,6586
20193062,Single,6587
20191187,Single,6588
20181309,Single,6589
20184025,Single,6590
20183053,Single,6591
20181079,Multiple,6592
20184009,Single,6593
20183089,Single,6594
20181062,Multiple,6595
20181110,Multiple,6596
20181038,Single,6597
20181264,Single,6598
20183091,Multiple,6599
20181203,Single,6600
20185100,Single,6601
20182022,Multiple,6602
20183039,Single,6603
20182113,Multiple,6604
20182017,Single,6605
20184050,Single,6606
20183154,Single,6607
20181166,Single,6608
20187028,Single,6609
20183059,Single,6610
20182094,Multiple,6611
20182049,Single,6612
20183043,Single,6613
20183149,Single,6614
20182155,Multiple,6615
20182073,Single,6616
20184027,Single,6617
20181276,Single,6618
20181231,Single,6619
20185114,Multiple,6620
20181105,Single,6621
20183159,Multiple,6622
20186030,Multiple,6623
20181243,Single,6624
20185003,Multiple,6625
20182199,Single,6626
20185134,Single,6627
20182159,Single,6628
20183092,Single,6629
20182071,Multiple,6630
20181049,Single,6631
20183034,Multiple,6632
20183141,Single,6633
20184038,Single,6634
20181086,Multiple,6635
20182106,Multiple,6636
20183210,Multiple,6637
20183022,Single,6638
201850049,Single,6639
20181232,Single,6640
20185139,Multiple,6641
20181188,Single,6642
20185076,Single,6643
20181114,Single,6644
20183065,Single,6645
20187036,Single,6646
20185035,Single,6647
20185138,Single,6648
20183224,Multiple,6649
20184024,Multiple,6650
20185097,Multiple,6651
20181107,Single,6652
20186019,Multiple,6653
20183025,Multiple,6654
20183140,Multiple,6655
20184016,Single,6656
20183116,Single,6657
20187003,Single,6658
20185132,Single,6659
20186012,Multiple,6660
20181304,Single,6661
20183161,Multiple,6662
20181226,Single,6663
20182035,Multiple,6664
20181237,Single,6665
20185085,Single,6666
20182178,Multiple,6667
20181269,Multiple,6668
20185036,Single,6669
20182081,Single,6670
20183087,Multiple,6671
20181056,Multiple,6672
20181170,Multiple,6673
20181002,Single,6674
20182019,Single,6675
20181148,Single,6676
20182110,Single,6677
20183085,Single,6678
20184002,Single,6679
20181077,Single,6680
20184005,Single,6681
20186001,Single,6682
20182023,Multiple,6683
20187026,Single,6684
20184031,Single,6685
20182181,Single,6686
20185067,Single,6687
20181214,Single,6688
20181059,Multiple,6689
20183020,Single,6690
20182004,Multiple,6691
20182002,Multiple,6692
20183126,Single,6693
20185016,Single,6694
20181302,Multiple,6695
20187029,Single,6696
20183029,Multiple,6697
20183171,Multiple,6698
20184030,Multiple,6699
20181031,Multiple,6700
20182116,Single,6701
20181159,Multiple,6702
20183139,Multiple,6703
20181018,Single,6704
